family,name,type,offerId,processName,partialURL,Install,Play
alchemy/alchemy,Alchemy™,base,OFB-EAST:109552132,Alchemy.exe,/store/alchemy/alchemy/standard-edition?,Automatable,Automatable
alice/alice-madness-returns,Alice: Madness Returns™,base,OFB-EAST:57154,External Installer,/store/alice/alice-madness-returns/standard-edition?,Not automatable: External Installer,Automatable
amazing-adventures/amazing-adventures-around-the-world,Amazing Adventures Around the World™,base,OFB-EAST:109550790,AmazingAdventures2.exe,/store/amazing-adventures/amazing-adventures-around-the-world/standard-edition?,Automatable,Automatable
amazing-adventures/amazing-adventures-riddle-of-the-two-knights,Amazing Adventures Riddle of the Two Knights™,base,OFB-EAST:109550791,AmazingAdventures5.exe,/store/amazing-adventures/amazing-adventures-riddle-of-the-two-knights/standard-edition?,Automatable,Automatable
amazing-adventures/amazing-adventures-the-caribbean-secret,Amazing Adventures The Caribbean Secret™,base,OFB-EAST:109552133,AmazingAdventures3.exe,/store/amazing-adventures/amazing-adventures-the-caribbean-secret/standard-edition?,Automatable,Automatable
amazing-adventures/amazing-adventures-the-forgotten-dynasty,Amazing Adventures The Forgotten Dynasty™,base,OFB-EAST:109552134,AmazingAdventures4.exe,/store/amazing-adventures/amazing-adventures-the-forgotten-dynasty/standard-edition?,Automatable,Automatable
amazing-adventures/amazing-adventures-the-lost-tomb,Amazing Adventures The Lost Tomb™,base,OFB-EAST:109552135,AmazingAdventures.exe,/store/amazing-adventures/amazing-adventures-the-lost-tomb/standard-edition?,Automatable,Automatable
aragami/aragami,ARAGAMI,base,Origin.OFR.50.0001930,Aragami.exe,/store/aragami/aragami/standard-edition?,Automatable,Automatable
assassins-creed/assassins-creed-iii,Assassin’s Creed® III - Deluxe Edition Benedict Arnold Bonus Single Player Missions,dlc,OFB-EAST:61164,AC3SP.exe,/store/assassins-creed/assassins-creed-iii/addon/assassin-s-creed-iii--deluxe-edition-benedict-arnold-bonus-single-player-missions?,,
assassins-creed/assassins-creed-iii,Assassin’s Creed® III – The Hidden Secrets Pack,dlc,OFB-EAST:60288,AC3SP.exe,/store/assassins-creed/assassins-creed-iii/addon/assassin-s-creed-iii--the-hidden-secrets-pack?,,
assassins-creed/assassins-creed-iii,Assassin’s Creed® III The Betrayal,dlc,OFB-EAST:60291,AC3SP.exe,/store/assassins-creed/assassins-creed-iii/addon/assassin-s-creed-iii-the-betrayal?,,
assassins-creed/assassins-creed-iii,Assassin's Creed® III,base,OFB-EAST:57557,AC3SP.exe,/store/assassins-creed/assassins-creed-iii/standard-edition?,Not automatable: Uplay,Automatable
assassins-creed/assassins-creed-iii,Assassin's Creed® III Deluxe Edition,base_deluxe,OFB-EAST:109545960,AC3SP.exe,/store/assassins-creed/assassins-creed-iii/deluxe-edition?,Not automatable: Uplay,Automatable
assassins-creed/assassins-creed-iii,Assassin's Creed® III: The Battle Hardened Pack,dlc,OFB-EAST:60289,AC3SP.exe,/store/assassins-creed/assassins-creed-iii/addon/assassins-creed-iii-the-battle-hardened-pack?,,
assassins-creed/assassins-creed-iii,Assassin's Creed® III: The Infamy,dlc,OFB-EAST:60290,AC3SP.exe,/store/assassins-creed/assassins-creed-iii/addon/assassins-creed-iii-the-infamy-?,,
assassins-creed/assassins-creed-iii,Assassin's Creed® III: The Redemption,dlc,OFB-EAST:60292,AC3SP.exe,/store/assassins-creed/assassins-creed-iii/addon/assassins-creed-iii-the-redemption?,,
assassins-creed/assassins-creed-iii,Assassin's Creed® III - Season Pass,ulc,Origin.OFR.50.0000133,,/store/assassins-creed/assassins-creed-iii/addon/assassins-creed-iii--season-pass?,,
assassins-creed/assassins-creed-iii,Assassin's Creed® III: George Washington's Notebook,digitalbook,OFB-EAST:61285,,/store/assassins-creed/assassins-creed-iii/addon/assassin-s-creed-iii-the-betrayal?,,
assassins-creed/assassins-creed-iii,The Official Assassin’s Creed® III Soundtrack,soundtrack,OFB-EAST:61163,,/store/assassins-creed/assassins-creed-iii/addon/the-official-assassin-s-creed-iii-soundtrack?,,
assassins-creed/assassins-creed-iv-black-flag,Assassin’s Creed® IV Black Flag™,base,Origin.OFR.50.0000317,AC4BFSP.exe,/store/assassins-creed/assassins-creed-iv-black-flag/standard-edition?,Not automatable: Uplay,Automatable
assassins-creed/assassins-creed-iv-black-flag,Assassin’s Creed® IV Black Flag™ Gold Edition,base,Origin.OFR.50.0000321,AC4BFSP.exe,/store/assassins-creed/assassins-creed-iv-black-flag/gold-edition?,Not automatable: Uplay,Automatable
assassins-creed/assassins-creed-syndicate,Assassin’s Creed® Syndicate,base,Origin.OFR.50.0001182,ACS.exe,/store/assassins-creed/assassins-creed-syndicate/standard-edition?,Not automatable: Uplay,Automatable
assassins-creed/assassins-creed-syndicate,Assassin’s Creed® Syndicate Gold Edition,base,Origin.OFR.50.0001245,ACS.exe,/store/assassins-creed/assassins-creed-syndicate/gold-edition?,Not automatable: Uplay,Automatable
assassins-creed/assassins-creed-unity,Assassin’s Creed® Unity,base,Origin.OFR.50.0000634,ACU.exe,/store/assassins-creed/assassins-creed-unity/standard-edition?,Not automatable: Uplay,Automatable
banner-saga/the-banner-saga,The Banner Saga - Mod Content,dlc,Origin.OFR.50.0001376,ownExecutable,/store/banner-saga/the-banner-saga/addon/the-banner-saga--mod-content?,,
banner-saga/the-banner-saga,The Banner Saga,base,Origin.OFR.50.0001356,The Banner Saga.exe,/store/banner-saga/the-banner-saga/standard-edition?,Automatable,Automatable
banner-saga/the-banner-saga-2,The Banner Saga 2,base,Origin.OFR.50.0001399,The Banner Saga 2.exe,/store/banner-saga/the-banner-saga-2/standard-edition?,Automatable,Automatable
banner-saga/the-banner-saga-2,The Banner Saga 2 Deluxe Edition,base,Origin.OFR.50.0001400,The Banner Saga 2.exe,/store/banner-saga/the-banner-saga-2/deluxe-edition?,Automatable,Automatable
bastion/bastion,Bastion,base,Origin.OFR.50.0001404,Bastion.exe,/store/bastion/bastion/standard-edition?,Automatable,Automatable
batman/batman-arkham-asylum,Batman: Arkham Asylum Game of the Year Edition,base,Origin.OFR.50.0001529,BmLauncher.exe,/store/batman/batman-arkham-asylum/game-of-the-year-edition?,Automatable,Automatable
batman/batman-arkham-asylum,Batman: Arkham Asylum (MAC),base,OFB-EAST:109545554,MAC,/store/batman/batman-arkham-asylum/standard-edition?,Not automatable: Mac,Automatable
batman/batman-arkham-city,Batman: Arkham City Game of the Year Edition,base,Origin.OFR.50.0001860,BmLauncher.exe,/store/batman/batman-arkham-city/game-of-the-year-edition--pc?,Automatable,Automatable
batman/batman-arkham-city,Batman: Arkham City Game of the Year Edition (MAC),base,OFB-EAST:59473,MAC,/store/batman/batman-arkham-city/game-of-the-year-edition--mac?,Not automatable: Mac,Automatable
batman/batman-arkham-origins,Batman™: Arkham Origins,base,Origin.OFR.50.0001405,BatmanOrigins.exe,/store/batman/batman-arkham-origins/standard-edition?,Automatable,Automatable
battlefield/battlefield-1,Battlefield™ 1,base,Origin.OFR.50.0000557,bf1.exe,/store/battlefield/battlefield-1/standard-edition?,Automatable,Not Automatable: Battlelog
battlefield/battlefield-1,Battlefield™ 1 Deluxe Edition,base_deluxe,Origin.OFR.50.0001382,bf1.exe,/store/battlefield/battlefield-1/deluxe-edition?,Automatable,Not Automatable: Battlelog
battlefield/battlefield-1,Battlefield™ 1 Ultimate Edition,base_ultimate,Origin.OFR.50.0001665,bf1.exe,/store/battlefield/battlefield-1/ultimate-edition?,Automatable,Not Automatable: Battlelog
battlefield/battlefield-1,Battlefield™ 1 Deluxe Edition Upgrade,ulc,Origin.OFR.50.0001780,,,,
battlefield/battlefield-1,Battlefield™ 1 Deluxe Upgrade,ulc,,,,,
battlefield/battlefield-1,Battlefield™ 1 Hellfighter Pack,ulc,,,,,
battlefield/battlefield-1,Battlefield™ 1 Premium Pass,ulc,Origin.OFR.50.0001581,,,,
battlefield/battlefield-1,Battlefield™ 1 Shortcut Kit: Infantry Bundle,ulc,Origin.OFR.50.0001547,,,,
battlefield/battlefield-1,Battlefield™ 1 Shortcut Kit: Medic Bundle,ulc,Origin.OFR.50.0001548,,,,
battlefield/battlefield-1,Battlefield™ 1 Shortcut Kit: Scout Bundle,ulc,Origin.OFR.50.0001542,,,,
battlefield/battlefield-1,Battlefield™ 1 Shortcut Kit: Support Bundle,ulc,Origin.OFR.50.0001549,,,,
battlefield/battlefield-1,Battlefield™ 1 Shortcut Kit: Ultimate Bundle,ulc,Origin.OFR.50.0001546,,,,
battlefield/battlefield-1,Battlefield™ 1 Shortcut Kit: Vehicle Bundle,ulc,Origin.OFR.50.0001545,,,,
battlefield/battlefield-3,Battlefield 3™,base,DR:225064100,bf3.exe,/store/battlefield/battlefield-3/standard-edition?,Automatable,Not Automatable: Battlelog
battlefield/battlefield-3,Battlefield 3™ Armored Kill,dlc,OFB-EAST:51080,bf3.exe,/store/battlefield/battlefield-3/expansion/battlefield-3-armored-kill?,,
battlefield/battlefield-3,Battlefield 3™ Back to Karkand Expansion Pack,dlc,OFB-EAST:41331,bf3.exe,/store/battlefield/battlefield-3/expansion/battlefield-3-back-to-karkand-expansion-pack?,,
battlefield/battlefield-3,Battlefield 3™ Premium Edition,base_premium,DR:255751200,bf3.exe,/store/battlefield/battlefield-3/premium-edition?,Automatable,Not Automatable: Battlelog
battlefield/battlefield-3,Battlefield 3™: Aftermath,dlc,OFB-EAST:55172,bf3.exe,/store/battlefield/battlefield-3/expansion/battlefield-3-aftermath?,,
battlefield/battlefield-3,Battlefield 3™: Close Quarters,dlc,OFB-EAST:50631,bf3.exe,/store/battlefield/battlefield-3/expansion/battlefield-3-close-quarters?,,
battlefield/battlefield-3,Battlefield 3™: End Game,dlc,OFB-EAST:109546437,bf3.exe,/store/battlefield/battlefield-3/expansion/battlefield-3-end-game?,,
battlefield/battlefield-3,Air Vehicle Shortcut,ulc,OFB-EAST:55621,,,,
battlefield/battlefield-3,Assault Kit Shortcut,ulc,OFB-EAST:109541468,,,,
battlefield/battlefield-3,Battlefield 3 Welcome Pack,ulc,,,,,
battlefield/battlefield-3,Battlefield 3™ Premium,ulc,OFB-EAST:50401,,,,
battlefield/battlefield-3,Battlefield 3™ SPECACT Kit & Dog Tag Bundle,ulc,OFB-EAST:60868,,,,
battlefield/battlefield-3,Co-op Weapons Shortcut,ulc,OFB-EAST:109541467,,,,
battlefield/battlefield-3,Engineer Kit Shortcut,ulc,OFB-EAST:109541474,,,,
battlefield/battlefield-3,Ground Vehicle Shortcut,ulc,OFB-EAST:109541471,,,,
battlefield/battlefield-3,Kit Shortcut Bundle,ulc,OFB-EAST:109541470,,,,
battlefield/battlefield-3,Recon Kit Shortcut,ulc,OFB-EAST:109541473,,,,
battlefield/battlefield-3,Support Kit Shortcut,ulc,OFB-EAST:109541466,,,,
battlefield/battlefield-3,The Ultimate Shortcut Bundle,ulc,OFB-EAST:109541472,,,,
battlefield/battlefield-3,Vehicle Shortcut Bundle,ulc,OFB-EAST:109541475,,,,
battlefield/battlefield-4,Battlefield 4™,base,OFB-EAST:109546867,bf4.exe,,Automatable,Not Automatable: Battlelog
battlefield/battlefield-4,Battlefield 4™ China Rising,dlc,OFB-EAST:109550763,bf4.exe,,,
battlefield/battlefield-4,Battlefield 4™ Community Operations,dlc,Origin.OFR.50.0000909,bf4.exe,,,
battlefield/battlefield-4,Battlefield 4™ Digital Deluxe,base_deluxe,OFB-EAST:109549060,bf4.exe,,Automatable,Not Automatable: Battlelog
battlefield/battlefield-4,Battlefield 4™ Dragon's Teeth,dlc,OFB-EAST:109550764,bf4.exe,,,
battlefield/battlefield-4,Battlefield 4™ Final Stand,dlc,OFB-EAST:109550823,bf4.exe,,,
battlefield/battlefield-4,Battlefield 4™ Legacy Operations,dlc,Origin.OFR.50.0000911,bf4.exe,,,
battlefield/battlefield-4,Battlefield 4™ Naval Strike,dlc,OFB-EAST:109550765,bf4.exe,,,
battlefield/battlefield-4,Battlefield 4™ Night Operations,dlc,Origin.OFR.50.0000910,bf4.exe,,,
battlefield/battlefield-4,Battlefield 4™ Premium Edition,base_premium,OFB-EAST:109552316,bf4.exe,,Automatable,Not Automatable: Battlelog
battlefield/battlefield-4,Battlefield 4™ Second Assault,dlc,OFB-EAST:109550761,bf4.exe,,,
battlefield/battlefield-4,Battlefield 4™ Air Vehicle Shortcut Kit,ulc,Origin.OFR.50.0000036,,,,
battlefield/battlefield-4,Battlefield 4™ Assault Shortcut Kit,ulc,Origin.OFR.50.0000034,,,,
battlefield/battlefield-4,Battlefield 4™ Carbine Shortcut Kit,ulc,Origin.OFR.50.0000355,,,,
battlefield/battlefield-4,Battlefield 4™ DMR Shortcut Kit,ulc,Origin.OFR.50.0000363,,,,
battlefield/battlefield-4,Battlefield 4™ Engineer Shortcut Kit,ulc,Origin.OFR.50.0000033,,,,
battlefield/battlefield-4,Battlefield 4™ Grenade Shortcut Kit,ulc,Origin.OFR.50.0000360,,,,
battlefield/battlefield-4,Battlefield 4™ Ground & Sea Vehicle Shortcut Kit,ulc,Origin.OFR.50.0000037,,,,
battlefield/battlefield-4,Battlefield 4™ Handgun Shortcut Kit,ulc,Origin.OFR.50.0000359,,,,
battlefield/battlefield-4,Battlefield 4™ Premium Membership,ulc,OFB-EAST:109550762,,,,
battlefield/battlefield-4,Battlefield 4™ Recon Shortcut Kit,ulc,Origin.OFR.50.0000032,,,,
battlefield/battlefield-4,Battlefield 4™ Shotgun Shortcut Kit,ulc,Origin.OFR.50.0000364,,,,
battlefield/battlefield-4,Battlefield 4™ Soldier Shortcut Bundle,ulc,Origin.OFR.50.0000035,,,,
battlefield/battlefield-4,Battlefield 4™ Support Shortcut Kit,ulc,Origin.OFR.50.0000031,,,,
battlefield/battlefield-4,Battlefield 4™ Ultimate Shortcut Bundle,ulc,Origin.OFR.50.0000039,,,,
battlefield/battlefield-4,Battlefield 4™ Vehicle Shortcut Bundle,ulc,Origin.OFR.50.0000038,,,,
battlefield/battlefield-4,Battlefield 4™ Weapon Shortcut Bundle,ulc,Origin.OFR.50.0000392,,,,
battlefield/battlefield-bad-company-2,Battlefield: Bad Company™ 2,base,DR:156691300,BFBC2Game.exe,/store/battlefield/battlefield-bad-company-2/standard-edition?,Automatable,Automatable
battlefield/battlefield-bad-company-2,Battlefield: Bad Company™ 2 Digital Deluxe Edition,base,OFB-EAST:60885,BFBC2Game.exe,/store/battlefield/battlefield-bad-company-2/digital-deluxe-edition?,Automatable,Automatable
battlefield/battlefield-hardline,Battlefield™ Hardline Digital Deluxe,base_deluxe,Origin.OFR.50.0000519,BFHWebHelper.exe,/store/battlefield/battlefield-hardline/digital-deluxe-edition?,Automatable,Not Automatable: Battlelog
battlefield/battlefield-hardline,Battlefield™ Hardline Standard Edition,base,Origin.OFR.50.0000426,BFHWebHelper.exe,/store/battlefield/battlefield-hardline/standard-edition?,Automatable,Not Automatable: Battlelog
battlefield/battlefield-hardline,Battlefield™ Hardline Ultimate Edition,base_ultimate,Origin.OFR.50.0000846,BFHWebHelper.exe,/store/battlefield/battlefield-hardline/ultimate-edition?,Automatable,Not Automatable: Battlelog
battlefield/battlefield-hardline,Battlefield™ Hardline Criminal Activity,dlc,Origin.OFR.50.0000824,,/store/battlefield/battlefield-hardline/expansion/battlefield-hardline-criminal-activity?,,
battlefield/battlefield-hardline,Battlefield™ Hardline Enforcer Shortcut Unlock,ulc,Origin.OFR.50.0000723,,,,
battlefield/battlefield-hardline,Battlefield™ Hardline Gear Shortcut Unlock,ulc,Origin.OFR.50.0000934,,,,
battlefield/battlefield-hardline,Battlefield™ Hardline Getaway,dlc,Origin.OFR.50.0000826,,/store/battlefield/battlefield-hardline/expansion/battlefield-hardline-getaway?,,
battlefield/battlefield-hardline,Battlefield™ Hardline Mechanic Shortcut Unlock,ulc,Origin.OFR.50.0000722,,,,
battlefield/battlefield-hardline,Battlefield™ Hardline Operator Shortcut Unlock,ulc,Origin.OFR.50.0000721,,,,
battlefield/battlefield-hardline,Battlefield™ Hardline Player Shortcut Unlock,ulc,Origin.OFR.50.0000805,,,,
battlefield/battlefield-hardline,Battlefield™ Hardline Premium,ulc,Origin.OFR.50.0000822,,,,
battlefield/battlefield-hardline,Battlefield™ Hardline Professional Shortcut Unlock,ulc,Origin.OFR.50.0000710,,,,
battlefield/battlefield-hardline,Battlefield™ Hardline Robbery,dlc,Origin.OFR.50.0000825,,/store/battlefield/battlefield-hardline/expansion/battlefield-hardline-robbery?,,
battlefield/battlefield-hardline,Battlefield™ Hardline Ultimate Shortcut Unlock,ulc,Origin.OFR.50.0000807,,,,
battlefield/battlefield-hardline,Battlefield™ Hardline Vehicle Shortcut Unlock,ulc,Origin.OFR.50.0000806,,,,
battlefield/battlefield-hardline,Battlefield™ Hardline: Betrayal,dlc,Origin.OFR.50.0000827,,/store/battlefield/battlefield-hardline/expansion/battlefield-hardline-betrayal?,,
battlefield/battlefield-hardline,Precision Battlepack,ulc,,,,,
battlefield/battlefield-hardline,Suppression Battlepack,ulc,,,,,
battlefield/battlefield-hardline,Versatility Battlepack,ulc,,,,,
beholder/beholder,Beholder,base,Origin.OFR.50.0001958,Beholder.exe,/store/beholder/beholder/standard-edition?,Automatable,Automatable
beholder/beholder,Beholder: Blissful Sleep,base,Origin.OFR.50.0002145,Beholder Blissful Sleep.exe,/store/beholder/beholder/digital-standard-edition?,Automatable,Automatable
bejeweled/bejeweled-3,Bejeweled® 3,base,OFB-EAST:49753,Bejeweled3.exe,/store/bejeweled/bejeweled-3/standard-edition?,Automatable,Not Automatable: API Entitled
bejeweled/bejeweled-twist,Bejeweled Twist™,base,OFB-EAST:109550788,BejeweledTwist.exe,/store/bejeweled/bejeweled-twist/standard-edition?,Automatable,Automatable
big-money/big-money,Big Money™,base,OFB-EAST:109552136,BigMoney.exe,/store/big-money/big-money/standard-edition?,Automatable,Automatable
blackguards/blackguards,Blackguards,base,Origin.OFR.50.0000445,Blackguards.exe,/store/blackguards/blackguards/standard-edition?,Automatable,Automatable
book-of-unwritten-tales/the-book-of-unwritten-tales-2,The Book of Unwritten Tales 2,base,Origin.OFR.50.0000857,BouT2.exe,/store/book-of-unwritten-tales/the-book-of-unwritten-tales-2/standard-edition?,Automatable,Automatable
book-of-unwritten-tales/the-book-of-unwritten-tales-2,The Book of Unwritten Tales 2 Almanac Edition,base,Origin.OFR.50.0000863,BouT2.exe,/store/book-of-unwritten-tales/the-book-of-unwritten-tales-2/almanac-edition?,Automatable,Automatable
book-of-unwritten-tales/the-book-of-unwritten-tales-the-critter-chronicles-standard-edition,The Book of Unwritten Tales: The Critter Chronicles Standard Edition,base,OFB-EAST:109547078,CritterChronicles.exe,/store/book-of-unwritten-tales/the-book-of-unwritten-tales-the-critter-chronicles-standard-edition/standard-edition?,Not Automatable: External Installer,Automatable
bound-by-flame/bound-by-flame,Bound by Flame,base,Origin.OFR.50.0000508,BoundByFlame.exe,/store/bound-by-flame/bound-by-flame/standard-edition?,Automatable,Automatable
burnout/burnout-paradise,Burnout™ Paradise The Ultimate Box,base,DR:106479900,BurnoutLauncher.exe,/store/burnout/burnout-paradise/ultimate-edition?,Not Automatable: External Installer,Automatable
cities/cities-xl-2012,CITIES XL 2012,base,OFB-EAST:56399,CitiesXL_2012.exe,/store/cities/cities-xl-2012/standard-edition?,Not Automatable: External Installer,Automatable
command-and-conquer/command-and-conquer-3,Command & Conquer 3 Tiberium Wars™,base,DR:72859500,CNC3Launcher.exe,/store/command-and-conquer/command-and-conquer-3/standard-edition?,Not Automatable: API Entitled,Automatable
command-and-conquer/command-and-conquer-4,Command & Conquer™ 4 Tiberian Twilight,base,DR:139544900,CNC4.exe,/store/command-and-conquer/command-and-conquer-4/standard-edition?,Automatable,Automatable
command-and-conquer/command-and-conquer-red-alert-3,Command & Conquer™ Red Alert™ 3,base,DR:106608500,RA3Launcher.exe,/store/command-and-conquer/command-and-conquer-red-alert-3/standard-edition?,Not Automatable: External Installer,Automatable
crusader/crusader-no-regret,Crusader: No Regret™,base,OFB-EAST:39132,DOSBox.exe,/store/crusader/crusader-no-regret/standard-edition?,Automatable,Not Automatable: DOSBox.exe
crusader/crusader-no-remorse,Crusader: No Remorse™,base,DR:231812900,DOSBox.exe,/store/crusader/crusader-no-remorse/standard-edition?,Automatable,Not Automatable: DOSBox.exe
crusader-kings/crusader-kings-ii,Crusader Kings II,base,OFB-EAST:46562,Setup.exe,/store/crusader-kings/crusader-kings-ii/standard-edition?,Not Automatable: Steam,Automatable
crysis/crysis,Crysis®,base,OFB-EAST:57289,Crysis.exe,/store/crysis/crysis/standard-edition?,Automatable,Not Automatable: API Entitled
crysis/crysis-2,Crysis® 2 Maximum Edition,base,OFB-EAST:49464,Crysis2.exe,/store/crysis/crysis-2/maximum-edition?,Automatable,Automatable
crysis/crysis-3,Crysis® 3,base,OFB-EAST:49459,Crysis3.exe,/store/crysis/crysis-3/standard-edition?,Automatable,Not Automatable: API Entitled
crysis/crysis-3,Crysis® 3 Digital Deluxe Edition,base_deluxe,Origin.OFR.50.0001097,Crysis3.exe,/store/crysis/crysis-3/digital-deluxe-edition?,Automatable,Automatable
crysis/crysis-3,Crysis® 3 Hunter Edition,base_hunter,OFB-EAST:49562,Crysis3.exe,,Automatable,Automatable
crysis/crysis-3,Crysis® 3: The Lost Island,dlc,OFB-EAST:55842,Crysis3.exe,/store/crysis/crysis-3/addon/crysis-3-the-lost-island?,,
crysis/crysis-3,Crysis® 3 Brawler Pack,ulc,,,,,
crysis/crysis-3,Crysis® 3 Soundtrack,soundtrack,,,,,
crysis/crysis-3,Crysis® 3 Stalker Pack,ulc,,,,,
crysis/crysis-3,Crysis® 3: Overkill Pack,ulc,,,,,
crysis/crysis-trilogy,Crysis® Trilogy,base,Origin.OFR.50.0001103,CritterChronicles.exe,/store/crysis/crysis-trilogy/crysis-trilogy?,Automatable,Automatable
dark/dark,DARK,base,OFB-EAST:109551149,Setup.exe,/store/dark/dark/standard-edition?,Not Automatable: Steam,Automatable
darksiders/darksiders,Darksiders Warmastered Edition,base,Origin.OFR.50.0001899,darksiders1.exe,/store/darksiders/darksiders/standard-edition?,Automatable,Automatable
dead-in-bermuda/dead-in-bermuda,DEAD IN BERMUDA,base,Origin.OFR.50.0001956,Dead In Bermuda.exe,/store/dead-in-bermuda/dead-in-bermuda/standard-edition?,Automatable,Automatable
dead-island/dead-island,Dead Island - Game of the Year Edition,base,OFB-EAST:56556,Setup.exe,/store/dead-island/dead-island/game-of-the-year-edition?,Not Automatable: Steam,Automatable
dead-island/dead-island-riptide,Dead Island Riptide,base,OFB-EAST:109549360,Setup.exe,/store/dead-island/dead-island-riptide/standard-edition?,Not Automatable: Steam,Automatable
dead-space/dead-space,Dead Space™,base,OFB-EAST:109547468,Dead Space.exe,/store/dead-space/dead-space/standard-edition?,Automatable,Not Automatable: API Entitled
dead-space/dead-space-2,Dead Space™ 2,base,OFB-EAST:55619,deadspace2.exe,/store/dead-space/dead-space-2/standard-edition?,Automatable,Not Automatable: API Entitled
dead-space/dead-space-3,Awakened,dlc,OFB-EAST:109546295,deadspace3.exe,/store/dead-space/dead-space-3/expansion/awakened?,,
dead-space/dead-space-3,Dead Space™ 3,base,OFB-EAST:50885,deadspace3.exe,/store/dead-space/dead-space-3/standard-edition?,Automatable,Not Automatable: API Entitled
dead-space/dead-space-3,Bot Accelerator,ulc,OFB-EAST:109546362,,,,
dead-space/dead-space-3,Bot Capacity Upgrade,ulc,OFB-EAST:109546361,,,,
dead-space/dead-space-3,Bot Personality Pack,ulc,OFB-EAST:109546360,,,,
dead-space/dead-space-3,EG-900 SMG,ulc,OFB-EAST:109546363,,,,
dead-space/dead-space-3,Enervator,ulc,OFB-EAST:109546714,,,,
dead-space/dead-space-3,First Contact Pack,ulc,OFB-EAST:109546301,,,,
dead-space/dead-space-3,Marauder Pack,ulc,OFB-EAST:109546299,,,,
dead-space/dead-space-3,Sharpshooter Pack,ulc,OFB-EAST:109546300,,,,
dead-space/dead-space-3,Tau Volantis Survival Kit,ulc,OFB-EAST:59716,,,,
dead-space/dead-space-3,Tundra Recon Pack,ulc,OFB-EAST:109546298,,,,
dead-space/dead-space-3,Witness the Truth Pack,ulc,OFB-EAST:109546302,,,,
deponia/goodbye-deponia,Goodbye Deponia,base,OFB-EAST:1000009,deponia3.exe,/store/deponia/goodbye-deponia/standard-edition?,Automatable,Automatable
