family,name,type,offerId,processName,partialURL,Install,Play
devil-may-cry/dmc-devil-may-cry,DmC Devil May Cry™,base,OFB-EAST:109546497,Setup.exe,/store/devil-may-cry/dmc-devil-may-cry/standard-edition?,Not Automatable: Steam,Automatable
dragon-age/dragon-age-ii,Dragon Age™ II,base,OFB-EAST:59474,DragonAge2.exe,/store/dragon-age/dragon-age-ii/standard-edition?,Automatable,Not Automatable: API Entitled
dragon-age/dragon-age-inquisition,Dragon Age™: Inquisition,base,OFB-EAST:51937,DragonAgeInquisition.exe,/store/dragon-age/dragon-age-inquisition/standard-edition,Automatable,Automatable
dragon-age/dragon-age-inquisition,Dragon Age™: Inquisition - Game of the Year Edition,base_game_of_the_year,Origin.OFR.50.0001131,DragonAgeInquisition.exe,/store/dragon-age/dragon-age-inquisition/game-of-the-year-edition?,Automatable,Automatable
dragon-age/dragon-age-inquisition,Dragon Age™: Inquisition Digital Deluxe,base_deluxe,OFB-EAST:1000032,DragonAgeInquisition.exe,/store/dragon-age/dragon-age-inquisition/digital-deluxe-edition?,Automatable,Automatable
dragon-age/dragon-age-inquisition,Dragon Age: Inquisition - Deluxe Content,dlc,Origin.OFR.50.0000496,,,,
dragon-age/dragon-age-inquisition,Dragon Age™: Inquisition - Destruction Multiplayer Expansion,dlc,Origin.OFR.50.0000674,,/store/dragon-age/dragon-age-inquisition/addon/dragon-age-inquisition--destruction-multiplayer-expansion?,,
dragon-age/dragon-age-inquisition,Dragon Age™: Inquisition - Dragonslayer Multiplayer Expansion,dlc,Origin.OFR.50.0000828,,/store/dragon-age/dragon-age-inquisition/addon/dragon-age-inquisition--dragonslayer-multiplayer-expansion?,,
dragon-age/dragon-age-inquisition,Dragon Age™: Inquisition - Jaws of Hakkon,dlc,Origin.OFR.50.0000675,,/store/dragon-age/dragon-age-inquisition/addon/dragon-age-inquisition--jaws-of-hakkon?,,
dragon-age/dragon-age-inquisition,Dragon Age™: Inquisition - Spoils of the Avvar,dlc,Origin.OFR.50.0000985,,/store/dragon-age/dragon-age-inquisition/addon/dragon-age-inquisition--spoils-of-the-avvar?,,
dragon-age/dragon-age-inquisition,Dragon Age™: Inquisition - Spoils of the Qunari,dlc,Origin.OFR.50.0001047,,/store/dragon-age/dragon-age-inquisition/addon/dragon-age-inquisition--spoils-of-the-qunari?,,
dragon-age/dragon-age-inquisition,Dragon Age™: Inquisition - The Black Emporium,dlc,Origin.OFR.50.0000858,,/store/dragon-age/dragon-age-inquisition/addon/dragon-age-inquisition--the-black-emporium?,,
dragon-age/dragon-age-inquisition,Dragon Age™: Inquisition - The Descent,dlc,Origin.OFR.50.0001055,,/store/dragon-age/dragon-age-inquisition/addon/dragon-age-inquisition--the-descent?,,
dragon-age/dragon-age-inquisition,Dragon Age™: Inquisition - Trespasser,dlc,Origin.OFR.50.0001056,,/store/dragon-age/dragon-age-inquisition/addon/dragon-age-inquisition--trespasser?,,
dragon-age/dragon-age-inquisition,Dragon Age™: Inquisition English Voice Over Pack,dlc,Origin.OFR.50.0000665,,,,
dragon-age/dragon-age-inquisition,Dragon Age™: Inquisition Official Game Soundtrack,soundtrack,OFB-EAST:57877,,,,
dragon-age/dragon-age-inquisition,Flames of the Inquisition Armor,dlc,Origin.OFR.50.0000499,,,,
dragon-age/dragon-age-inquisition,Flames of the Inquisition Armored Mount,dlc,Origin.OFR.50.0000502,,,,
dragon-age/dragon-age-inquisition,Flames of the Inquisition Weapons,dlc,Origin.OFR.50.0000501,,,,
dragon-age/dragon-age-origins,Dragon Age™: Origins,base,OFB-EAST:51582,daorigins.exe,/store/dragon-age/dragon-age-origins/standard-edition?,Automatable,Automatable
dragon-age/dragon-age-origins,Dragon Age™: Origins - Ultimate Edition,base_ultimate,Origin.OFR.50.0001535,daorigins.exe,/store/dragon-age/dragon-age-origins/ultimate-edition?,Automatable,Automatable
dragon-age/dragon-age-origins,Dragon Age™: Origins Digital Deluxe Edition,base_deluxe,Origin.OFR.50.0001540,daorigins.exe,/store/dragon-age/dragon-age-origins/digital-deluxe-edition?,Automatable,Automatable
dragon-age/dragon-age-origins,Blood Dragon Armor for Dragon Age: Origins,dlc,OFB-DRGN:18025,,/store/dragon-age/dragon-age-origins/addon/blood-dragon-armor-for-dragon-age-origins?,,
dragon-age/dragon-age-origins,Dragon Age: Origins Promotional Pack,dlc,,,,,
dragon-age/dragon-age-origins,Dragon Age: Origins Soundtrack (Digital Deluxe Edition),soundtrack,OFB-EAST:57877,,/store/dragon-age/dragon-age-origins/addon/dragon-age-origins-soundtrack-digital-deluxe-edition-?,,
dragon-age/dragon-age-origins,Dragon Age: Origins Wallpapers (Digital Deluxe Edition),wallpapers,OFB-EAST:57876,,/store/dragon-age/dragon-age-origins/addon/dragon-age-origins-wallpapers-digital-deluxe-edition-?,,
dragon-age/dragon-age-origins,Dragon Age™: Origins - Awakening,dlc,DR:169789300,,/store/dragon-age/dragon-age-origins/expansion/dragon-age-origins--awakening?,,
dragon-age/dragon-age-origins,Feastday Combo Pack,dlc,OFB-DRGN:109555787,,/store/dragon-age/dragon-age-origins/addon/feastday-combo-pack?,,
dragon-age/dragon-age-origins,Feastday Gifts,dlc,OFB-DRGN:19579,,/store/dragon-age/dragon-age-origins/addon/feastday-gifts?,,
dragon-age/dragon-age-origins,Feastday Pranks,dlc,OFB-DRGN:20450,,/store/dragon-age/dragon-age-origins/addon/feastday-pranks?,,
dragon-age/dragon-age-origins,Golems Of Amgarrak,dlc,OFB-DRGN:20463,,/store/dragon-age/dragon-age-origins/addon/the-golems-of-amgarrak?,,
dragon-age/dragon-age-origins,Leliana's Song,dlc,OFB-DRGN:20462,,/store/dragon-age/dragon-age-origins/addon/lelianas-song?,,
dragon-age/dragon-age-origins,Return to Ostagar,dlc,OFB-DRGN:18829,,/store/dragon-age/dragon-age-origins/addon/return-to-ostagar?,,
dragon-age/dragon-age-origins,The Darkspawn Chronicles,dlc,OFB-DRGN:20461,,/store/dragon-age/dragon-age-origins/addon/the-darkspawn-chronicles?,,
dragon-age/dragon-age-origins,The Stone Prisoner,dlc,OFB-DRGN:17763,,/store/dragon-age/dragon-age-origins/addon/the-stone-prisoner?,,
dragon-age/dragon-age-origins,Warden's Keep,dlc,OFB-DRGN:17762,,/store/dragon-age/dragon-age-origins/addon/wardens-keep?,,
dragon-age/dragon-age-origins,Witch Hunt,dlc,OFB-DRGN:20464,,/store/dragon-age/dragon-age-origins/addon/witch-hunt?,,
dungeon-keeper/dungeon-keeper,Dungeon Keeper™,base,DR:231813000,DOSBox.exe,/store/dungeon-keeper/dungeon-keeper/standard-edition?,Automatable,Not Automatable: DOSBox.exe
dungeon-keeper/dungeon-keeper-2,Dungeon Keeper™ 2,base,OFB-EAST:39131,DKII-DX.exe,/store/dungeon-keeper/dungeon-keeper-2/standard-edition?,Automatable,Automatable
dungeonsofdredmor/dungeons-of-dredmor,Dungeons of Dredmor Complete,base,Origin.OFR.50.0001371,Dungeons of Dredmor.exe,/store/dungeonsofdredmor/dungeons-of-dredmor/standard-edition?,Automatable,Automatable
dynomite/dynomite-,Dynomite!™,base,OFB-EAST:109552140,dynomite.exe,/store/dynomite/dynomite-/standard-edition?,Automatable,Automatable
epistory/epistory,Epistory - Typing Chronicles,base,Origin.OFR.50.0001938,Epistory_x64.exe,/store/epistory/epistory/standard-edition?,Automatable,Automatable
escape/escape-rosecliff-island,Escape Rosecliff Island™,base,Origin.OFR.50.0000301,EscapeRosecliffIsland.exe,/store/escape/escape-rosecliff-island/standard-edition?,Automatable,Automatable
escape/escape-the-emerald-star,Escape The Emerald Star™,base,OFB-EAST:109552141,EscapeTheEmeraldStar.exe,/store/escape/escape-the-emerald-star/standard-edition?,Automatable,Automatable
escape/escape-whisper-valley,Escape Whisper Valley™,base,OFB-EAST:109552131,EscapeWhisperValley.exe,/store/escape/escape-whisper-valley/standard-edition?,Automatable,Automatable
euro-truck-simulator/euro-truck-simulator-2,Euro Truck Simulator 2,base,OFB-EAST:55705,eurotrucks2.exe,/store/euro-truck-simulator/euro-truck-simulator-2/standard-edition?,Not Automatable: External Installer,Automatable
far-cry/far-cry-3,Far Cry® 3,base,OFB-EAST:57511,upc.exe,/store/far-cry/far-cry-3/standard-edition?,Not automatable: Uplay,Automatable
far-cry/far-cry-3,Far Cry® 3 Deluxe Edition,base,OFB-EAST:57513,upc.exe,/store/far-cry/far-cry-3/deluxe-edition?,Not automatable: Uplay,Automatable
far-cry/far-cry-3-blood-dragon,Far Cry® 3 Blood Dragon,base,Origin.OFR.50.0000592,upc.exe,/store/far-cry/far-cry-3-blood-dragon/standard-edition?,Not automatable: Uplay,Automatable
far-cry/far-cry-4,Far Cry® 4,base,Origin.OFR.50.0000630,upc.exe,/store/far-cry/far-cry-4/standard-edition?,Not automatable: Uplay,Automatable
far-cry/far-cry-4,Far Cry® 4 Gold Edition,base,Origin.OFR.50.0000632,upc.exe,/store/far-cry/far-cry-4/gold-edition?,Not automatable: Uplay,Automatable
farming-simulator/farming-simulator-15,Farming Simulator 15,base,Origin.OFR.50.0000734,FarmingSimulator2015.exe,/store/farming-simulator/farming-simulator-15/standard-edition?,Automatable,Not Automatable: External Authenticator
farming-simulator/farming-simulator-17,Farming Simulator 17,base,Origin.OFR.50.0001787,FarmingSimulator2017.exe,/store/farming-simulator/farming-simulator-17/standard-edition?,Automatable,Not Automatable: External Authenticator
farming-simulator/farming-simulator-2013,Farming-Simulator 2013®,base,OFB-EAST:56820,FarmingSimulator2013.exe,/store/farming-simulator/farming-simulator-2013/standard-edition?,Automatable,Automatable
feeding-frenzy/feeding-frenzy-2,Feeding Frenzy™ 2 Deluxe,base,OFB-EAST:109552142,FeedingFrenzy2.exe,/store/feeding-frenzy/feeding-frenzy-2/deluxe-edition?,Automatable,Automatable
fifa/fifa-15,FIFA 15,base,Origin.OFR.50.0000462,fifaconfig.exe,/store/fifa/fifa-15/standard-edition?,Automatable,Automatable
fifa/fifa-16,FIFA 16,base,Origin.OFR.50.0000781,fifaconfig.exe,/store/fifa/fifa-16/standard-edition?,Automatable,Automatable
fifa/fifa-16,FIFA 16 Deluxe Edition,base,Origin.OFR.50.0000943,fifaconfig.exe,/store/fifa/fifa-16/deluxe-edition?,Automatable,Automatable
fifa/fifa-16,FIFA 16 Super Deluxe Edition,base,Origin.OFR.50.0000945,fifaconfig.exe,/store/fifa/fifa-16/super-deluxe-edition?,Automatable,Automatable
fifa/fifa-17,FIFA 17,base,Origin.OFR.50.0001057,fifaconfig.exe,/store/fifa/fifa-17/standard-edition?,Automatable,Automatable
fifa/fifa-17,FIFA 17 Deluxe Edition,base,Origin.OFR.50.0001509,fifaconfig.exe,/store/fifa/fifa-17/deluxe-edition?,Automatable,Automatable
fifa/fifa-17,FIFA 17 Super Deluxe Edition,base,Origin.OFR.50.0001511,fifaconfig.exe,/store/fifa/fifa-17/super-deluxe-edition?,Automatable,Automatable
for-honor/for-honor,For Honor™ Deluxe Edition,base,Origin.OFR.50.0001696,upc.exe,/store/for-honor/for-honor/deluxe-edition?,Not automatable: Uplay,Automatable
for-honor/for-honor,For Honor™ Gold Edition,base,Origin.OFR.50.0001706,upc.exe,/store/for-honor/for-honor/gold-edition?,Not automatable: Uplay,Automatable
for-honor/for-honor,For Honor™ Standard Edition,base,Origin.OFR.50.0001686,upc.exe,/store/for-honor/for-honor/standard-edition?,Not automatable: Uplay,Automatable
formula-one/f1-2012,F1 2012™,base,OFB-EAST:56821,Setup.exe,/store/formula-one/f1-2012/standard-edition?,Not automatable: Steam,Automatable
formula-one/f-race-stars,F1 RACE STARS,base,OFB-EAST:57531,Setup.exe,/store/formula-one/f-race-stars/standard-edition?,Not automatable: Steam,Automatable
furi/furi,Furi,base,Origin.OFR.50.0001935,Furi.exe,/store/furi/furi/standard-edition?,Automatable,Automatable
game-of-life/the-game-of-life,The Game of Life™,base,OFB-EAST:59024,MAC,/store/game-of-life/the-game-of-life/standard-edition?,Not automatiable: Mac,Automatable
game-of-thrones/game-of-thrones,Game of Thrones,base,OFB-EAST:49030,External Installer,/store/game-of-thrones/game-of-thrones/standard-edition?,Not autoextiable: External Installer,Automatable
ghost-1-0/ghost-1-0,GHOST 1.0,base,Origin.OFR.50.0002253,ghost.exe,/store/ghost-1-0/ghost-1-0/standard-edition?,Automatable,Automatable
giana-sisters/giana-sisters-twisted-dreams,Giana Sisters: Twisted Dreams,base,OFB-EAST:59316,GSLauncher.exe,/store/giana-sisters/giana-sisters-twisted-dreams/standard-edition?,Automatable,Automatable
hacknet/hacknet,Hacknet,base,Origin.OFR.50.0002048,hacknet.exe,/store/hacknet/hacknet/standard-edition?,Automatable,Automatable
hacknet/hacknet,Hacknet Complete Edition,base,Origin.OFR.50.0002132,hacknet.exe,/store/hacknet/hacknet/complete-edition?,Automatable,Automatable
hacknet/hacknet,Hacknet Ultimate Edition,base,Origin.OFR.50.0002133,hacknet.exe,/store/hacknet/hacknet/ultimate-edition?,Automatable,Automatable
hasbro/monopoly,Monopoly,base,OFB-EAST:55320,MAC,/store/hasbro/monopoly/standard-edition?,Not automatable: Mac,Automatable
hitman/hitman-absolution,Hitman: Absolution™,base,OFB-EAST:109548635,Setup.exe,/store/hitman/hitman-absolution/standard-edition?,Not autosetable: Steam,Automatable
insaniquarium/insaniquarium,Insaniquarium™,base,OFB-EAST:109552143,Insaniquarium.exe,/store/insaniquarium/insaniquarium/standard-edition?,Automatable,Automatable
inside/inside,INSIDE,base,Origin.OFR.50.0001941,INSIDE.exe,/store/inside/inside/standard-edition?,Automatable,Automatable
jade-empire/jade-empire,Jade Empire™: Special Edition,base,OFB-EAST:1000017,JadeEmpire.exe,/store/jade-empire/jade-empire/special-edition?,Automatable,Automatable
kingdoms-of-amalur-reckoning/kingdoms-of-amalur-reckoning,Kingdoms of Amalur: Reckoning™,base,DR:232511600,Reckoning.exe,/store/kingdoms-of-amalur-reckoning/kingdoms-of-amalur-reckoning/standard-edition?,Automatable,Not Automatable: API Entitled
kingdoms-of-amalur-reckoning/kingdoms-of-amalur-reckoning,Kingdoms of Amalur: Reckoning™ - Teeth of Naros,dlc,OFB-EAST:45294,Reckoning.exe,/store/kingdoms-of-amalur-reckoning/kingdoms-of-amalur-reckoning/addon/kingdoms-of-amalur-reckoning--teeth-of-naros?,,
kingdoms-of-amalur-reckoning/kingdoms-of-amalur-reckoning,Kingdoms of Amalur: Reckoning™ - The Legend of Dead Kel™,dlc,OFB-EAST:45293,Reckoning.exe,/store/kingdoms-of-amalur-reckoning/kingdoms-of-amalur-reckoning/addon/kingdoms-of-amalur-reckoning--the-legend-of-dead-kel?,,
kingdoms-of-amalur-reckoning/kingdoms-of-amalur-reckoning,Kingdoms of Amalur: Reckoning™ - Weapons & Armor Bundle Downloadable Content,dlc,DR:244122500,Reckoning.exe,/store/kingdoms-of-amalur-reckoning/kingdoms-of-amalur-reckoning/addon/kingdoms-of-amalur-reckoning--weapons--armor-bundle-downloadable-content?,,
lands-of-lore/lands-of-lore-guardians-of-destiny,Lands of Lore™ Guardians of Destiny,base,OFB-EAST:49461,DOSBox.exe,/store/lands-of-lore/lands-of-lore-guardians-of-destiny/standard-edition?,Automatable,Not Automatable: DOSBox.exe
lands-of-lore/lands-of-lore-iii,Lands of Lore™ III,base,OFB-EAST:49462,LOL3.EXE,/store/lands-of-lore/lands-of-lore-iii/standard-edition?,Automatable,Automatable
lands-of-lore/lands-of-lore-the-throne-of-chaos,Lands of Lore™: The Throne of Chaos,base,OFB-EAST:49460,DOSBox.exe,/store/lands-of-lore/lands-of-lore-the-throne-of-chaos/standard-edition?,Not Automatable: DOSBox.exe
lego/lego-batman,LEGO® Batman (MAC),base,OFB-EAST:109545708,MAC,/store/lego/lego-batman/standard-edition?,Not automatable: Mac,Automatable
lego/lego-batman-dc-superheroes,LEGO® Batman 2 DC Super Heroes™,base,Origin.OFR.50.0001861,LEGOBatman2.exe,/store/lego/lego-batman-dc-superheroes/standard-edition--pc?,Automatable,Automatable
lego/lego-batman-dc-superheroes,LEGO® Batman 2 DC Super Heroes™ (MAC),base,OFB-EAST:109545218,MAC,/store/lego/lego-batman-dc-superheroes/standard-edition--mac?,Not automatable: Mac,Automatable
lego/lego-harry-potter-years-1-4,LEGO Harry Potter: Years 1-4 (MAC),base,OFB-EAST:109545709,MAC,/store/lego/lego-harry-potter-years-1-4/standard-edition?,Not automatable: Mac,Automatable
lego/lego-harry-potter-years-5-7,LEGO Harry Potter: Years 5-7 (MAC),base,OFB-EAST:109545710,MAC,/store/lego/lego-harry-potter-years-5-7/standard-edition?,Not automatable: Mac,Automatable
lego/lego-star-wars-iii-the-clone-wars,LEGO Star Wars III: The Clone Wars (MAC),base,OFB-EAST:109545712,MAC,/store/lego/lego-star-wars-iii-the-clone-wars/standard-edition?,Not automatable: Mac,Automatable
lego/lego-the-lord-of-the-rings,LEGO® The Lord of the Rings,base,Origin.OFR.50.0001403,LEGOLOTR.exe,/store/lego/lego-the-lord-of-the-rings/standard-edition?,Automatable,Automatable
limbo/limbo,LIMBO,base,Origin.OFR.50.0001943,limbo.exe,/store/limbo/limbo/standard-edition?,Automatable,Automatable
lord-of-the-rings/lord-of-the-rings-war-in-the-north,Lord of the Rings: War in the North,base,OFB-EAST:42382,Setup.exe,/store/lord-of-the-rings/lord-of-the-rings-war-in-the-north/standard-edition?,Not automatable: Steam,Automatable
mad-games-tycoon/mad-games-tycoon,Mad Games Tycoon,base,Origin.OFR.50.0002275,MadGamesTycoon.exe,/store/mad-games-tycoon/mad-games-tycoon/standard-edition?,Automatable,Automatable
magic-carpet/magic-carpet,Magic Carpet™,base,DR:231813100,DOSBox.exe,/store/magic-carpet/magic-carpet/standard-edition?,Automatable,Automatable
mass-effect/mass-effect,Mass Effect™,base,OFB-EAST:55465,MassEffect.exe,/store/mass-effect/mass-effect/standard-edition?,Automatable,Automatable
mass-effect/mass-effect-2,Aegis Pack,dlc,OFB-MASS:20831,ME2Game.exe,/store/mass-effect/mass-effect-2/addon/aegis-pack?,,
mass-effect/mass-effect-2,"Alternate Appearance Pack 1 (Garrus,Thane,Jack)",dlc,OFB-MASS:20834,ME2Game.exe,/store/mass-effect/mass-effect-2/addon/alternate-appearance-pack-1-garrus-thane-jack-?,,
mass-effect/mass-effect-2,"Alternate Appearance Pack 2 (Tali,Grunt,Miranda)",dlc,OFB-MASS:34177,ME2Game.exe,/store/mass-effect/mass-effect-2/addon/alternate-appearance-pack-2-tali-grunt-miranda-?,,
mass-effect/mass-effect-2,Arrival,dlc,OFB-MASS:22814,ME2Game.exe,/store/mass-effect/mass-effect-2/addon/arrival?,,
mass-effect/mass-effect-2,Blood Dragon Armor for Mass Effect 2,dlc,OFB-DRGN:18252,ME2Game.exe,/store/mass-effect/mass-effect-2/addon/blood-dragon-armor-for-mass-effect-2?,,
mass-effect/mass-effect-2,Cerberus Arc Projector,dlc,OFB-MASS:19914,ME2Game.exe,/store/mass-effect/mass-effect-2/addon/cerberus-arc-projector?,,
mass-effect/mass-effect-2,Cerberus Weapon and Armor,dlc,OFB-MASS:19351,ME2Game.exe,/store/mass-effect/mass-effect-2/addon/cerberus-weapon-and-armor?,,
mass-effect/mass-effect-2,Equalizer Pack,dlc,OFB-MASS:21054,ME2Game.exe,/store/mass-effect/mass-effect-2/addon/equalizer-pack?,,
mass-effect/mass-effect-2,Firepower Pack,dlc,OFB-MASS:20917,ME2Game.exe,/store/mass-effect/mass-effect-2/addon/firepower-pack?,,
mass-effect/mass-effect-2,Firewalker Pack,dlc,OFB-MASS:19356,ME2Game.exe,/store/mass-effect/mass-effect-2/addon/firewalker-pack?,,
mass-effect/mass-effect-2,Genesis,dlc,OFB-MASS:34402,ME2Game.exe,/store/mass-effect/mass-effect-2/addon/genesis?,,
mass-effect/mass-effect-2,Kasumi - Stolen Memory,dlc,OFB-MASS:20838,ME2Game.exe,/store/mass-effect/mass-effect-2/addon/kasumi--stolen-memory?,,
mass-effect/mass-effect-2,Lair of the Shadow Broker,dlc,OFB-MASS:21387,ME2Game.exe,/store/mass-effect/mass-effect-2/addon/lair-of-the-shadow-broker?,,
mass-effect/mass-effect-2,Mass Effect™ 2,base,OFB-EAST:56694,ME2Game.exe,/store/mass-effect/mass-effect-2/standard-edition?,Automatable,Automatable
mass-effect/mass-effect-2,Mass Effect™ 2 Digital Deluxe Edition,base_deluxe,Origin.OFR.50.0001377,ME2Game.exe,/store/mass-effect/mass-effect-2/deluxe-edition?,,
mass-effect/mass-effect-2,Normandy Crash Site,dlc,OFB-MASS:19355,ME2Game.exe,/store/mass-effect/mass-effect-2/addon/normandy-crash-site?,,
mass-effect/mass-effect-2,Overlord Pack,dlc,OFB-MASS:20919,ME2Game.exe,/store/mass-effect/mass-effect-2/addon/overlord-pack?,,
mass-effect/mass-effect-2,Recon Hood,dlc,OFB-MASS:19358,ME2Game.exe,,,
mass-effect/mass-effect-2,Sentry Interface,dlc,OFB-MASS:19350,ME2Game.exe,,,
mass-effect/mass-effect-2,Terminus Weapon and Armor,dlc,OFB-MASS:19140,ME2Game.exe,,,
mass-effect/mass-effect-2,Umbra Visor,dlc,OFB-MASS:19182,ME2Game.exe,,,
mass-effect/mass-effect-2,Zaeed - The Price of Revenge,dlc,OFB-MASS:19354,ME2Game.exe,/store/mass-effect/mass-effect-2/addon/zaeed--the-price-of-revenge?,,
mass-effect/mass-effect-2,Cerberus Network,ulc,OFB-MASS:19087,,/store/mass-effect/mass-effect-2/addon/cerberus-network?,,
mass-effect/mass-effect-2,Mass Effect 2 Digital Art Books,digitalbook,OFB-MASS:57404,,/store/mass-effect/mass-effect-2/addon/mass-effect-2-digital-art-books?,,
mass-effect/mass-effect-2,Mass Effect 2 Soundtrack,soundtrack,OFB-MASS:57403,,/store/mass-effect/mass-effect-2/addon/mass-effect-2-soundtrack?,,
mass-effect/mass-effect-3,Alternate Appearance Pack 1,dlc,OFB-MASS:56984,MassEffect3.exe,/store/mass-effect/mass-effect-3/addon/alternate-appearance-pack-1?,,
mass-effect/mass-effect-3,Citadel,dlc,OFB-MASS:57550,MassEffect3.exe,/store/mass-effect/mass-effect-3/addon/citadel?,,
mass-effect/mass-effect-3,Earth,dlc,OFB-MASS:51073,MassEffect3.exe,/store/mass-effect/mass-effect-3/addon/earth?,,
mass-effect/mass-effect-3,Extended Cut,dlc, OFB-MASS:51073,MassEffect3.exe,/store/mass-effect/mass-effect-3/addon/earth?,,
mass-effect/mass-effect-3,Firefight Pack,dlc, OFB-MASS:49032,MassEffect3.exe,/store/mass-effect/mass-effect-3/addon/firefight-pack?,,
mass-effect/mass-effect-3,From Ashes,dlc,OFB-EAST:46112,MassEffect3.exe,/store/mass-effect/mass-effect-3/addon/from-ashes?,,
mass-effect/mass-effect-3,Genesis 2,dlc,OFB-MASS:61524,MassEffect3.exe,/store/mass-effect/mass-effect-3/addon/genesis-2?,,
mass-effect/mass-effect-3,Groundside Resistance Pack,dlc, OFB-MASS:55147,MassEffect3.exe,/store/mass-effect/mass-effect-3/addon/groundside-resistance-pack?,,
mass-effect/mass-effect-3,Leviathan,dlc, OFB-MASS:52001,MassEffect3.exe,/store/mass-effect/mass-effect-3/addon/leviathan?,,
mass-effect/mass-effect-3,Mass Effect™ 3,base,DR:229644400,MassEffect3.exe,/store/mass-effect/mass-effect-3/standard-edition?,Automatable,Not Automatable: API Entitled
mass-effect/mass-effect-3,Mass Effect™ 3 N7 Digital Deluxe Edition,base_deluxe,DR:230773600,MassEffect3.exe,/store/mass-effect/mass-effect-3/digital-deluxe-edition?,Automatable,Not Automatable: API Entitled
mass-effect/mass-effect-3,N7 Collector's Edition Materials,dlc,OFB-MASS:46484,MassEffect3.exe,/store/mass-effect/mass-effect-3/addon/n7-collectors-edition-materials?,,
mass-effect/mass-effect-3,Omega,dlc, OFB-MASS:55146,MassEffect3.exe,/store/mass-effect/mass-effect-3/addon/omega?,,
mass-effect/mass-effect-3,Rebellion,dlc, OFB-MASS:49465,MassEffect3.exe,/store/mass-effect/mass-effect-3/addon/rebellion?,,
mass-effect/mass-effect-3,Reckoning,dlc,OFB-MASS:59712,MassEffect3.exe,/store/mass-effect/mass-effect-3/addon/reckoning?,,
mass-effect/mass-effect-3,Resurgence,dlc,OFB-MASS:47872,MassEffect3.exe,/store/mass-effect/mass-effect-3/addon/resurgence?,,
mass-effect/mass-effect-3,Retaliation,dlc,OFB-MASS:52000,MassEffect3.exe,/store/mass-effect/mass-effect-3/addon/retaliation?,,
mass-effect/mass-effect-3,Mass Effect 3 Digital Books,digitalbook,OFB-MASS:46483,,/store/mass-effect/mass-effect-3/addon/mass-effect-3-digital-books?,,
mass-effect/mass-effect-3,Mass Effect 3 Soundtrack,soundtrack,OFB-MASS:46482,,/store/mass-effect/mass-effect-3/addon/mass-effect-3-soundtrack?,,
mass-effect/mass-effect-andromeda,Mass Effect™: Andromeda,base,Origin.OFR.50.0001536,MassEffectAndromeda.exe,/store/mass-effect/mass-effect-andromeda/standard-edition?,Automatable,Automatable
mass-effect/mass-effect-andromeda,Mass Effect™: Andromeda Deluxe Edition,base,Origin.OFR.50.0001646,MassEffectAndromeda.exe,/store/mass-effect/mass-effect-andromeda/deluxe-edition?,Automatable,Automatable
