family,name,type,offerId,processName,partialURL,Install,Play
medal-of-honor/medal-of-honor,Medal of Honor™,base,DR:215617400,moh.exe,/store/medal-of-honor/medal-of-honor/standard-edition?,Not automatable: External Installer,Automatable
medal-of-honor/medal-of-honor-airborne,Medal of Honor Airborne™,base,DR:77034400,MOHA.exe,/store/medal-of-honor/medal-of-honor-airborne/standard-edition?,Not automatable: External Installer,Automatable
medal-of-honor/medal-of-honor-warfighter,Medal of Honor™ Warfighter,base,OFB-EAST:46113,Launcher.exe,/store/medal-of-honor/medal-of-honor-warfighter/standard-edition?,Automatable,Not Automatable: API Entitled
medal-of-honor/medal-of-honor-warfighter,Medal of Honor™ Warfighter Digital Deluxe,base_deluxe,OFB-EAST:50884,Launcher.exe,/store/medal-of-honor/medal-of-honor-warfighter/digital-deluxe-edition?,Automatable,Not Automatable: API Entitled
medal-of-honor/medal-of-honor-warfighter,Digital Game Soundtrack,soundtrack,OFB-EAST:56779,,,,
medal-of-honor/medal-of-honor-warfighter,Medal of Honor™ Warfighter Assaulter Shortcut Pack,ulc,OFB-EAST:55302,,,,
medal-of-honor/medal-of-honor-warfighter,Medal of Honor™ Warfighter Demolitions Shortcut Pack,ulc,OFB-EAST:55310,,,,
medal-of-honor/medal-of-honor-warfighter,Medal of Honor™ Warfighter Global Warfighter Shortcut Pack,ulc,OFB-EAST:55318,,,,
medal-of-honor/medal-of-honor-warfighter,Medal of Honor™ Warfighter Heavy Gunner Shortcut Pack,ulc,OFB-EAST:55316,,,,
medal-of-honor/medal-of-honor-warfighter,Medal of Honor™ Warfighter Point Man Shortcut Pack,ulc,OFB-EAST:55314,,,,
medal-of-honor/medal-of-honor-warfighter,Medal of Honor™ Warfighter Sniper Shortcut Pack,ulc,OFB-EAST:55304,,,,
medal-of-honor/medal-of-honor-warfighter,Medal of Honor™ Warfighter Spec Ops Shortcut Pack,ulc,OFB-EAST:55308,,,,
medal-of-honor/medal-of-honor-warfighter,Medal of Honor™ Warfighter The Hunt Map Pack,dlc,OFB-EAST:56699,,,,
medal-of-honor/medal-of-honor-warfighter,Russian Spetsnaz Alfa Group Heavy Gunner,ulc,,,,,
medal-of-honor/medal-of-honor-warfighter,U.S. Seal Team Sniper/TAC 300,ulc,,,,,
mercenaries/mercenaries-world-in-flames,Mercenaries 2: World in Flames™,base,DR:105730600,Crashes Origin,/store/mercenaries/mercenaries-world-in-flames/standard-edition?,Automatable,Automatable
metal-gear/metal-gear-rising-revengeance,METAL GEAR RISING: REVENGEANCE,base,Origin.OFR.50.0000413,METAL GEAR RISING REVENGEANCE.exe,/store/metal-gear/metal-gear-rising-revengeance/standard-edition?,Automatable,Not Automatable: API Entitled
metro/metro-2033-redux,Metro 2033 Redux,base,Origin.OFR.50.0002350,metro.exe,/store/metro/metro-2033-redux/standard-edition?,Automatable,Automatable
metro/metro-last-light-redux,Metro Last Light Redux,base,Origin.OFR.50.0002351,metro.exe,/store/metro/metro-last-light-redux/standard-edition?,Automatable,Automatable
mini-metro/mini-metro,Mini Metro,base,Origin.OFR.50.0001613,MiniMetro.exe,/store/mini-metro/mini-metro/standard-edition?,Automatable,Automatable
mysims/mysims,MySims™,base,DR:106479500,Pending,/store/mysims/mysims/standard-edition?,Automatable,Automatable
mystery-pi/mystery-p-i-lost-in-los-angeles,Mystery P.I.™ – Lost in Los Angeles,base,OFB-EAST:109552144,MysteryPILosAngeles.exe,/store/mystery-pi/mystery-p-i-lost-in-los-angeles/standard-edition?,Automatable,Automatable
mystery-pi/mystery-p-i-stolen-in-san-francisco,Mystery P.I.™ – Stolen in San Francisco,base,OFB-EAST:109552145,MysteryPISanFrancisco.exe,/store/mystery-pi/mystery-p-i-stolen-in-san-francisco/standard-edition?,Automatable,Automatable
mystery-pi/mystery-p-i-the-curious-case-of-counterfeit-cove,Mystery P.I.™ - The Curious Case of Counterfeit Cove,base,OFB-EAST:109550794,MysteryPINewEngland.exe,/store/mystery-pi/mystery-p-i-the-curious-case-of-counterfeit-cove/standard-edition?,Automatable,Automatable
mystery-pi/mystery-p-i-the-london-caper,Mystery P.I.™ – The London Caper,base,OFB-EAST:109552146,MysteryPILondon.exe,/store/mystery-pi/mystery-p-i-the-london-caper/standard-edition?,Automatable,Automatable
mystery-pi/mystery-p-i-the-lottery-ticket,Mystery P.I.™ - The Lottery Ticket,base,OFB-EAST:109552147,MysteryPI.exe,/store/mystery-pi/mystery-p-i-the-lottery-ticket/standard-edition?,Automatable,Automatable
mystery-pi/mystery-p-i-the-new-york-fortune,Mystery P.I.™ - The New York Fortune,base,OFB-EAST:109552148,MysteryPINewYork.exe,/store/mystery-pi/mystery-p-i-the-new-york-fortune/standard-edition?,Automatable,Automatable
mystery-pi/mystery-p-i-the-vegas-heist,Mystery P.I.™ – The Vegas Heist,base,OFB-EAST:109552149,MysteryPIVegas.exe,/store/mystery-pi/mystery-p-i-the-vegas-heist/standard-edition?,Automatable,Automatable
need-for-speed/need-for-speed,Need for Speed™,base,Origin.OFR.50.0000810,NFS16.exe,/store/need-for-speed/need-for-speed/standard-edition?,Automatable,Automatable
need-for-speed/need-for-speed,Need for Speed™ Deluxe Edition,base,Origin.OFR.50.0001009,NFS16.exe,/store/need-for-speed/need-for-speed/deluxe-edition?,Automatable,Automatable
need-for-speed/need-for-speed-hot-pursuit,Need for Speed™ Hot Pursuit,base,OFB-EAST:109548954,NFS11.exe,/store/need-for-speed/need-for-speed-hot-pursuit/standard-edition?,Automatable,Not Automatable: API Entitled
need-for-speed/need-for-speed-most-wanted,Need for Speed™ Most Wanted,base,OFB-EAST:46851,NFS13.exe,/store/need-for-speed/need-for-speed-most-wanted/standard-edition?,Automatable,Not Automatable: API Entitled
need-for-speed/need-for-speed-rival,Need for Speed™ Rivals,base,OFB-EAST:56522,NFS14.exe,,Automatable,Automatable
need-for-speed/need-for-speed-rival,Need for Speed™ Rivals: Complete Edition,base_complete,Origin.OFR.50.0000676,NFS14.exe,/store/need-for-speed/need-for-speed-rivals/standard-edition?,Automatable,Automatable
need-for-speed/need-for-speed-rival,Digital Revolution Livery BMW M3 GTS,ulc,,,,,
need-for-speed/need-for-speed-rival,Need for Speed™ Rivals Classic Muscle Livery for the Dodge Challenger SRT8,ulc,,,,,
need-for-speed/need-for-speed-rival,Need for Speed™ Rivals Complete Movie Pack,ulc,Origin.OFR.50.0000418,,,,
need-for-speed/need-for-speed-rival,Need for Speed™ Rivals Concept Lamborghini Complete Pack,ulc,Origin.OFR.50.0000415,,,,
need-for-speed/need-for-speed-rival,Need for Speed™ Rivals Ferrari Edizioni Speciali Complete Pack,ulc,Origin.OFR.50.0000414,,,,
need-for-speed/need-for-speed-rival,Need for Speed™ Rivals Koenigsegg One:1,ulc,Origin.OFR.50.0000437,,,,
need-for-speed/need-for-speed-rival,Need for Speed™ Rivals Loaded Garage Pack,ulc,Origin.OFR.50.0000368,,,,
need-for-speed/need-for-speed-rival,Need for Speed™ Rivals Simply Jaguar Complete Pack,ulc,Origin.OFR.50.0000417,,,,
need-for-speed/need-for-speed-rival,Need for Speed™ Rivals Timesaver Pack,ulc,OFB-EAST:109551865,,,,
need-for-speed/need-for-speed-rival,Need for Speed™ Rivals Track Day Livery for Porsche 911 GT3,ulc,,,,,
need-for-speed/need-for-speed-rival,Need for Speed™ Rivals Ultimate Racer Pack,ulc,,,,,
need-for-speed/need-for-speed-rival,Need for Speed™ Rivals VIP Matte Livery for Aston Martin Vanquish,ulc,,,,,
need-for-speed/need-for-speed-shift,Need for Speed™ SHIFT,base,OFB-EAST:60946,Pending,/store/need-for-speed/need-for-speed-shift/standard-edition?,Automatable,Automatable
need-for-speed/need-for-speed-the-run,Need for Speed™ The Run,base,DR:231088400,Need For Speed The Run.exe,/store/need-for-speed/need-for-speed-the-run/standard-edition?,Automatable,Not Automatable: API Entitled
need-for-speed/need-for-speed-undercover,Need for Speed™ Undercover,base,DR:105868200,CD Key,/store/need-for-speed/need-for-speed-undercover/standard-edition?,Automatable,Automatable
need-for-speed/shift-2-unleashed,SHIFT 2 UNLEASHED™,base,OFB-EAST:60957,Pending,/store/need-for-speed/shift-2-unleashed/standard-edition?,Automatable,Automatable
nox/nox,Nox™,base,DR:235663500,NOX.exe,/store/nox/nox/standard-edition?,Automatable,Not Automatable: API Entitled
omerta/omerta-city-of-gangsters,Omerta: City of Gangsters,base,OFB-EAST:109547401,Setup.exe,/store/omerta/omerta-city-of-gangsters/standard-edition?,Not automatable: Steam,Automatable
orwell/orwell,Orwell,base,Origin.OFR.50.0002039,Orwell.exe,/store/orwell/orwell/standard-edition?,Automatable,Automatable
orwell/orwell,Orwell Deluxe Edition,base,Origin.OFR.50.0002040,Orwell.exe,/store/orwell/orwell/deluxe-edition?,Automatable,Automatable
oxenfree/oxenfree,Oxenfree,base,Origin.OFR.50.0002183,Oxenfree.exe,/store/oxenfree/oxenfree/standard-edition?,Automatable,Automatable
peggle/peggle,Peggle®,base,Origin.OFR.50.0000461,Peggle.exe,/store/peggle/peggle/standard-edition?,Automatable,Automatable
peggle/peggle-nights,Peggle® Nights,base,OFB-EAST:58738,PeggleNights.exe,/store/peggle/peggle-nights/standard-edition?,Automatable,Automatable
pillars-of-eternity/pillars-of-eternity,Gaun's Pledge,dlc,Origin.OFR.50.0000896,PillarsOfEternity.exe,/store/pillars-of-eternity/pillars-of-eternity/addon/gauns-pledge?,,
pillars-of-eternity/pillars-of-eternity,Giant Miniature Space Piglet,dlc,Origin.OFR.50.0000899,PillarsOfEternity.exe,/store/pillars-of-eternity/pillars-of-eternity/addon/giant-miniature-space-piglet?,,
pillars-of-eternity/pillars-of-eternity,PILLARS OF ETERNITY: CHAMPION EDITION,base_champion,Origin.OFR.50.0000922,PillarsOfEternity.exe,/store/pillars-of-eternity/pillars-of-eternity/champion-edition?,Automatable,Automatable
pillars-of-eternity/pillars-of-eternity,PILLARS OF ETERNITY: HERO EDITION,base,Origin.OFR.50.0000924,PillarsOfEternity.exe,/store/pillars-of-eternity/pillars-of-eternity/hero-edition?,Automatable,Automatable
pillars-of-eternity/pillars-of-eternity,PILLARS OF ETERNITY: ROYAL EDITION,base_royal,Origin.OFR.50.0000923,PillarsOfEternity.exe,/store/pillars-of-eternity/pillars-of-eternity/royal-edition?,Automatable,Automatable
pillars-of-eternity/pillars-of-eternity,Pillars of Eternity: The White March - Part I,dlc,Origin.OFR.50.0001116,PillarsOfEternity.exe,/store/pillars-of-eternity/pillars-of-eternity/addon/pillars-of-eternity-the-white-march--part-i?,,
pillars-of-eternity/pillars-of-eternity,Pillars of Eternity: The White March - Part II,dlc,Origin.OFR.50.0001117,PillarsOfEternity.exe,/store/pillars-of-eternity/pillars-of-eternity/addon/pillars-of-eternity-the-white-march--part-ii?,,
pillars-of-eternity/pillars-of-eternity,Collectors Book & Cookbook PDF,digitalbook,,,,,
pillars-of-eternity/pillars-of-eternity,Digital Campaign Almanac,digitalbook,,,,,
pillars-of-eternity/pillars-of-eternity,Digital Hi-res Game Map,images,,,,,
pillars-of-eternity/pillars-of-eternity,Digital Novella by Chris Avellone,digitalbook,,,,,
pillars-of-eternity/pillars-of-eternity,Digital Original Soundtrack,soundtrack,,,,,
pillars-of-eternity/pillars-of-eternity,Digital Strategy Guide,digitalbook,,,,,
pillars-of-eternity/pillars-of-eternity,Hi-res Concept Art Pieces,images,,,,,
pillars-of-eternity/pillars-of-eternity,Making of Documentary,videos,,,,,
pillars-of-eternity/pillars-of-eternity,Pillars of Eternity: Expansion Pass,ulc,Origin.OFR.50.0001115,,/store/pillars-of-eternity/pillars-of-eternity/addon/pillars-of-eternity-expansion-pass?,,
pillars-of-eternity/pillars-of-eternity,Ringtones,music,,,,,
pillars-of-eternity/pillars-of-eternity,Wallpapers,images,,,,,
planetary-annihilation/planetary-annihilation,Planetary Annihilation,base,Origin.OFR.50.0000337,PlantsVsZombies.exe,/store/planetary-annihilation/planetary-annihilation/standard-edition?,Automatable,Not Automatable: External Authenticator
plants-vs-zombies/plants-vs-zombies,Plants vs. Zombies™ Game of the Year Edition,base,OFB-EAST:48217,PVZ.Main_Win64_Retail.exe,/store/plants-vs-zombies/plants-vs-zombies/standard-edition?,Automatable,Not Automatable: API Entitled
plants-vs-zombies/plants-vs-zombies-garden-warfare,Plants vs. Zombies™ Garden Warfare,base,OFB-EAST:109550787,PVZ.Main_Win64_Retail.exe,/store/plants-vs-zombies/plants-vs-zombies-garden-warfare/standard-edition?,Automatable,Automatable
plants-vs-zombies/plants-vs-zombies-garden-warfare,Plants vs. Zombies™ Garden Warfare Digital Deluxe,base,OFB-EAST:109551084,PVZ.Main_Win64_Retail.exe,/store/plants-vs-zombies/plants-vs-zombies-garden-warfare/digital-deluxe-edition?,Automatable,Automatable
plants-vs-zombies/plants-vs-zombies-garden-warfare-2,Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,base,Origin.OFR.50.0001051,GW2.Main_Win64_Retail.exe,/store/plants-vs-zombies/plants-vs-zombies-garden-warfare-2/deluxe-edition?,Automatable,Automatable
plants-vs-zombies/plants-vs-zombies-garden-warfare-2,Plants vs. Zombies™ Garden Warfare 2: Standard Edition,base,Origin.OFR.50.0000786,GW2.Main_Win64_Retail.exe,/store/plants-vs-zombies/plants-vs-zombies-garden-warfare-2/standard-edition?,Automatable,Automatable
pony-island/pony-island,Pony Island,base,Origin.OFR.50.0001992,PonyIsland.exe,/store/pony-island/pony-island/standard-edition?,Automatable,Automatable
populous/populous,Populous™,base,Origin.OFR.50.0000497,DOSBox.exe,/store/populous/populous/standard-edition?,Automatable,Not Automatable: DOSBox.exe
populous/populous-ii-trials-of-the-olympian-gods,Populous™ II: Trials of the Olympian Gods,base,OFB-EAST:39134,DOSBox.exe,/store/populous/populous-ii-trials-of-the-olympian-gods/standard-edition?,Automatable,Not Automatable: DOSBox.exe
populous/populous-the-beginning,Populous™: The Beginning,base,OFB-EAST:39136,D3DPopTB.exe,/store/populous/populous-the-beginning/standard-edition?,Not automatable: External Installer,Automatable
rail-simulator/rail-simulator,Rail Simulator®,base,DR:81893300,External Installer,/store/rail-simulator/rail-simulator/standard-edition?,Not automatable: External Installer,Automatable
rayman/rayman-legends,Rayman® Legends,base,Origin.OFR.50.0000596,upc.exe,/store/rayman/rayman-legends/standard-edition?,Not automatable: Uplay,Automatable
rayman/rayman-origins,Rayman® Origins,base,OFB-EAST:109549485,upc.exe,/store/rayman/rayman-origins/standard-edition?,Not automatable: Uplay,Automatable
rebel-galaxy/rebel-galaxy,Rebel Galaxy,base,Origin.OFR.50.0002166,Launcher.exe,/store/rebel-galaxy/rebel-galaxy/standard-edition?,Automatable,Automatable
remember-me/remember-me,Remember Me™,base,OFB-EAST:109550394,Setup.exe,/store/remember-me/remember-me/standard-edition?,Not automatable: Steam,Automatable
resident-evil/resident-evil-6,Resident Evil 6,base,OFB-EAST:109548699,Setup.exe,/store/resident-evil/resident-evil-6/standard-edition?,Not automatable: Steam,Automatable
resident-evil/resident-evil-operation-raccoon-city,Resident Evil™: Operation Raccoon City,base,OFB-EAST:49026,Setup.exe,/store/resident-evil/resident-evil-operation-raccoon-city/standard-edition?,Not automatable: Steam,Automatable
resident-evil/resident-evil-revelations,Resident Evil™ Revelations,base,OFB-EAST:109549854,Setup.exe,/store/resident-evil/resident-evil-revelations/standard-edition?,Not automatable: Steam,Automatable
rime/rime,RiME,base,Origin.OFR.50.0002137,RiME.exe,/store/rime/rime/standard-edition?,Automatable,Automatable
risen/risen-dark-waters,Risen 2: Dark Waters,base,OFB-EAST:49757,Setup.exe,/store/risen/risen-dark-waters/standard-edition?,Not automatable: Steam,Automatable
rollercoaster-tycoon/rollercoaster-tycoon-3,RollerCoaster Tycoon 3 Platinum,base,OFB-EAST:57293,External Installer,/store/rollercoaster-tycoon/rollercoaster-tycoon-3/standard-edition?,Not automatable: External Installer,Automatable
saboteur/the-saboteur,The Saboteur™,base,Origin.OFR.50.0001948,Saboteur.exe,/store/saboteur/the-saboteur/standard-edition?,Automatable,Automatable
saints-row/saints-row-the-third,Saints Row the Third: The Full Package,base,OFB-EAST:57157,Setup.exe,/store/saints-row/saints-row-the-third/third-package-edition?,Not automatable: Steam,Automatable
saints-row/saints-row-the-third,Saints Row: The Third,base,OFB-EAST:40869,Setup.exe,/store/saints-row/saints-row-the-third/standard-edition?,Not automatable: Steam,Automatable
shadwen/shadwen,Shadwen,base,Origin.OFR.50.0001467,shadwen_launcher.exe,/store/shadwen/shadwen/standard-edition?,Automatable,Automatable
simcity/simcity,SimCity™,base,Origin.OFR.50.0000028,SimCity.exe,/store/simcity/simcity/standard-edition?,Automatable,Automatable
simcity/simcity-2000,SimCity 2000™ Special Edition,base,DR:235664600,DOSBox.exe,/store/simcity/simcity-2000/special-edition?,Automatable,Automatable
simcity/simcity-4,SimCity™ 4 Deluxe Edition,base,OFB-EAST:109547339,SimCity 4.exe,/store/simcity/simcity-4/deluxe-edition?,Automatable,Automatable
simcity/simcity-societies,SimCity™ Societies,base,OFB-EAST:60900,Pending,/store/simcity/simcity-societies/standard-edition?,Automatable,Automatable
sniper-elite/sniper-elite-v2,Sniper Elite V2,base,OFB-EAST:50652,Setup.exe,/store/sniper-elite/sniper-elite-v2/standard-edition?,Not automatable: Steam,Automatable
spore/spore,SPORE™,base,DR:91619200,SporeApp.exe,/store/spore/spore/standard-edition?,Automatable,Automatable
spore/spore-creature-creator,SPORE™ Creature Creator (PC Download),base,DR:96890600,Pending,/store/spore/spore-creature-creator/standard-edition?,Automatable,Automatable
starflight/starflight,Starflight™ 1,base,OFB-EAST:48216,DOSBox.exe,/store/starflight/starflight/standard-edition?,Automatable,Automatable
starflight/starflight-2,Starflight™ 2,base,OFB-EAST:50648,DOSBox.exe,/store/starflight/starflight-2/standard-edition?,Automatable,Automatable
star-wars/star-wars-battlefront,STAR WARS™ Battlefront™ Ultimate Edition,base,Origin.OFR.50.0001211,starwarsbattlefront.exe,/store/star-wars/star-wars-battlefront/ultimate-edition?,Automatable,Automatable
star-wars/star-wars-the-old-republic,Star Wars™: The Old Republic™ Digital Starter Pack,base,DR:231240400,Pending,/store/star-wars/star-wars-the-old-republic/standard-edition?,Automatable,Automatable
street-fighter/street-fighter-x-tekken,Street Fighter® X Tekken®,base,OFB-EAST:49028,,/store/street-fighter/street-fighter-x-tekken/standard-edition?,Not automatable: External Installer,Automatable
street-fighter/super-street-fighter-iv,Super Street Fighter® IV Arcade Edition,base,OFB-EAST:40871,,/store/street-fighter/super-street-fighter-iv/arcade-edition?,Not automatable: External Installer,Automatable
stronghold/stronghold-3,Stronghold 3 Gold,base,OFB-EAST:54723,Setup.exe,/store/stronghold/stronghold-3/standard-edition?,Not automatable: Steam,Automatable
sundered/sundered,Sundered,base,Origin.OFR.50.0002349,Sundered.exe,/store/sundered/sundered/standard-edition?,Automatable,Automatable
sundered/sundered,Sundered Deluxe Edition,base,Origin.OFR.50.0002352,Sundered.exe,/store/sundered/sundered/deluxe-edition?,Automatable,Automatable
syberia/syberia-2,Syberia II,base,Origin.OFR.50.0001959,Syberia2.exe,/store/syberia/syberia-2/standard-edition?,Automatable,Automatable
syberia/syberia-3,Syberia 3,base,Origin.OFR.50.0001967,Syberia3.exe,/store/syberia/syberia-3/standard-edition?,Automatable,Automatable
syberia/syberia-3,Syberia 3 Deluxe Edition,base,Origin.OFR.50.0001968,Syberia3.exe,/store/syberia/syberia-3/deluxe-edition?,Automatable,Automatable
syndicate/syndicate,Syndicate™,base,OFB-EAST:60978,Pending,/store/syndicate/syndicate/standard-edition?,Automatable,Automatable
syndicate/syndicate-1993,Syndicate™ (1993),base,OFB-EAST:60531,DOSBox.exe,/store/syndicate/syndicate-1993/standard-edition?,Automatable,Not Automatable: DOSBox.exe
tales-from-the-dragon-mountain/tales-from-the-dragon-mountain-the-lair,Tales from the Dragon Mountain 2: The Lair,base,Origin.OFR.50.0000471,Lair.exe,/store/tales-from-the-dragon-mountain/tales-from-the-dragon-mountain-the-lair/standard-edition?,Automatable,Automatable
theme/theme-hospital,Theme Hospital™,base,Origin.OFR.50.0000500,DOSBox.exe,/store/theme/theme-hospital/standard-edition?,Automatable,Not Automatable: API Entitled
the-sims/the-sims-3,The Sims™ 3,base,OFB-EAST:55107,Sims3Launcher.exe,/store/the-sims/the-sims-3/standard-edition?,Automatable,Not Automatable: API Entitled
the-sims/the-sims-3,"The Sims™ 3 70s, 80s, & 90s Stuff",dlc,OFB-EAST:60962,Sims3Launcher.exe,/store/the-sims/the-sims-3/addon/the-sims-3-70s-80s-90s-stuff?,,
the-sims/the-sims-3,The Sims™ 3 Ambitions,dlc,Origin.OFR.50.0001226,Sims3Launcher.exe,/store/the-sims/the-sims-3/expansion/the-sims-3-ambitions?,,
the-sims/the-sims-3,The Sims™ 3 Diesel Stuff,dlc,OFB-EAST:43769,Sims3Launcher.exe,/store/the-sims/the-sims-3/addon/the-sims-3-diesel-stuff?,,
the-sims/the-sims-3,The Sims™ 3 Fast Lane Stuff,dlc,DR:191313700,Sims3Launcher.exe,/store/the-sims/the-sims-3/addon/the-sims-3-fast-lane-stuff?,,
the-sims/the-sims-3,The Sims™ 3 Generations,dlc,Origin.OFR.50.0001228,Sims3Launcher.exe,/store/the-sims/the-sims-3/expansion/the-sims-3-generations?,,
the-sims/the-sims-3,The Sims™ 3 High-End Loft Stuff,dlc,DR:156751300,Sims3Launcher.exe,,,
the-sims/the-sims-3,The Sims™ 3 Into the Future,dlc,Origin.OFR.50.0000167,Sims3Launcher.exe,/store/the-sims/the-sims-3/expansion/the-sims-3-into-the-future?,,
the-sims/the-sims-3,The Sims™ 3 Island Paradise,dlc,Origin.OFR.50.0000058,Sims3Launcher.exe,/store/the-sims/the-sims-3/expansion/the-sims-3-island-paradise?,,
the-sims/the-sims-3,The Sims™ 3 Late Night Expansion Pack,dlc,DR:194011300,Sims3Launcher.exe,/store/the-sims/the-sims-3/expansion/the-sims-3-late-night-expansion-pack?,,
the-sims/the-sims-3,The Sims™ 3 Master Suite Stuff,dlc,DR:231553700,Sims3Launcher.exe,/store/the-sims/the-sims-3/addon/the-sims-3-master-suite-stuff?,,
the-sims/the-sims-3,The Sims™ 3 Movie Stuff,dlc,Origin.OFR.50.0000124,Sims3Launcher.exe,/store/the-sims/the-sims-3/addon/the-sims-3-movie-stuff?,,
the-sims/the-sims-3,The Sims™ 3 Outdoor Living Stuff,dlc,DR:215625800,Sims3Launcher.exe,/store/the-sims/the-sims-3/addon/the-sims-3-outdoor-living-stuff?,,
the-sims/the-sims-3,The Sims™ 3 Pets,dlc,OFB-EAST:60968,Sims3Launcher.exe,/store/the-sims/the-sims-3/expansion/the-sims-3-pets?,,
the-sims/the-sims-3,The Sims™ 3 Seasons,dlc,OFB-EAST:60964,Sims3Launcher.exe,/store/the-sims/the-sims-3/expansion/the-sims-3-seasons?,,
the-sims/the-sims-3,The Sims™ 3 Showtime,dlc,OFB-EAST:60970,Sims3Launcher.exe,/store/the-sims/the-sims-3/expansion/the-sims-3-showtime?,,
the-sims/the-sims-3,The Sims™ 3 Starter Pack,base,OFB-EAST:64312,Sims3Launcher.exe,/store/the-sims/the-sims-3/standard-edition?,Automatable,Automatable
the-sims/the-sims-3,The Sims™ 3 Supernatural,dlc,OFB-EAST:60984,Sims3Launcher.exe,/store/the-sims/the-sims-3/expansion/the-sims-3-supernatural?,,
the-sims/the-sims-3,The Sims™ 3 Town Life Stuff,dlc,DR:215625800,Sims3Launcher.exe,/store/the-sims/the-sims-3/addon/the-sims-3-town-life-stuff?,,
the-sims/the-sims-3,The Sims™ 3 University Life,dlc,Origin.OFR.50.0000013,Sims3Launcher.exe,/store/the-sims/the-sims-3/expansion/the-sims-3-university-life?,,
the-sims/the-sims-3,The Sims™ 3 World Adventures Expansion Pack,dlc,OFB-EAST:109545106,Sims3Launcher.exe,/store/the-sims/the-sims-3/expansion/the-sims-3-world-adventures-expansion-pack?,,
the-sims/the-sims-4,Holiday Celebration Pack,dlc,SIMS4.OFF.SOLP.0x000000000001266C,TS4_x64.exe,,,
the-sims/the-sims-4,The Sims™ 4,base,OFB-EAST:109552299,TS4_x64.exe,/store/the-sims/the-sims-4/standard-edition,Automatable,Automatable
the-sims/the-sims-4,The Sims™ 4 Backyard Stuff,dlc,SIMS4.OFF.SOLP.0x0000000000020176,TS4_x64.exe,/store/the-sims/the-sims-4/addon/the-sims-4-backyard-stuff?,,
